cik,entityName,ticker,stateOfIncorporation,sic,sicDescription,industryCategory,fiscalYear,period,Revenues,NetIncomeLoss,OperatingIncomeLoss,Assets,Liabilities,StockholdersEquity,CashAndCashEquivalentsAtCarryingValue,ResearchAndDevelopmentExpense,OperatingCashFlow,Goodwill,IntangibleAssetsNetExcludingGoodwill,PatentsIssued,dataCompleteness,dataFreshness,yearAvailability,file_path
1671502,QUOIN PHARMACEUTICALS LTD.,,Hong Kong,5123,Wholesale Pharmaceuticals,Pharmaceuticals,2025,FY,,-3812179,,12955153,7029344,5925809,3822122,2374139,-2594179,,458334,,83.33333333,Recent,66.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001671502.json
1671502,QUOIN PHARMACEUTICALS LTD.,,Singapore,5123,Wholesale Pharmaceuticals,Pharmaceuticals,2024,FY,,-8962472,,15709338,6504665,9204673,3623343,3602632,-7857309,,483334,,83.33333333,Recent,66.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001671502.json
1671502,QUOIN PHARMACEUTICALS LTD.,,Islande,5123,Wholesale Pharmaceuticals,Pharmaceuticals,2023,FY,,-8686573,,12169229,6505213,5664016,2401198,3307987,-7864429,,583334,,83.33333333,Standard,66.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001671502.json
1671502,QUOIN PHARMACEUTICALS LTD.,,Ireland,5123,Wholesale Pharmaceuticals,Pharmaceuticals,2022,FY,,-9381496,,14458063,7051289,7406774,2860628,2672836,-8480732,,704561,,83.33333333,Standard,66.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001671502.json
1671502,QUOIN PHARMACEUTICALS LTD.,,Ireland,5123,Wholesale Pharmaceuticals,Pharmaceuticals,2021,FY,0,-21462588,,9356851,8699819,657032,7482773,1562927,-5720090,,808604,,100,Standard,75,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001671502.json
1460702,"Qualigen Therapeutics, Inc.",,…tats-Unis,2839,Miscellaneous Biological and Medicinal Products,Biotechnology,2024,FY,,-6259191,-5761720,4686519,,,1174608,1197162,-6327503,,,,66.66666667,Recent,50,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001460702.json
1460702,"Qualigen Therapeutics, Inc.",,Texas,2839,Miscellaneous Biological and Medicinal Products,Biotechnology,2023,FY,3234201,-13417212,-11304857,2033248,4136805,-2103557,401803,5209250,-10304263,625602,5833070,,100,Standard,91.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001460702.json
1460702,"Qualigen Therapeutics, Inc.",,"Delaware, …tats-Unis",2839,Miscellaneous Biological and Medicinal Products,Pharmaceuticals,2022,FY,4983556,-18640543,-22181399,19083491,10316901,7235709,7034434,6837133,-13247540,625602,5845702,,100,Standard,91.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001460702.json
1460702,"Qualigen Therapeutics, Inc.",,Delaware,2839,Miscellaneous Biological and Medicinal Products,Biotechnology,2021,FY,5653725,-17897137,-22663036,22835705,6270971,16564734,12319809,11716718,-14730742,,171190,,100,Standard,83.33333333,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001460702.json
1460702,"Qualigen Therapeutics, Inc.",,Delaware,2839,Miscellaneous Biological and Medicinal Products,Biotechnology,2020,FY,2849561,-19546366,-11895926,29126772,10832212,18294560,23976570,3316099,-10162935,,187694,,100,Standard,83.33333333,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001460702.json
1460702,"Qualigen Therapeutics, Inc.",,Delaware,2839,Miscellaneous Biological and Medicinal Products,Biotechnology,2019,FY,,-10133019,-10844185,2797024,2837055,1099978,1699971,6126972,-14516690,,,,83.33333333,Standard,66.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001460702.json
1022079,Quest Diagnostics Inc,,New Jersey,8070,Medical Testing and Diagnostics,Diagnostics,2025,FY,2652000000,220000000,346000000,15797000000,,6929000000,188000000,,314000000,8849000000,1725000000,,83.33333333,Recent,75,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001022079.json
1022079,Quest Diagnostics Inc,,New Jersey,8070,Medical Testing and Diagnostics,Diagnostics,2024,FY,9872000000,871000000,1346000000,16153000000,,6778000000,549000000,,1334000000,8856000000,1763000000,,83.33333333,Recent,75,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001022079.json
1022079,Quest Diagnostics Inc,,New Jersey,8070,Medical Testing and Diagnostics,Diagnostics,2023,FY,9252000000,854000000,1262000000,14022000000,,6307000000,686000000,,1272000000,7733000000,1166000000,,83.33333333,Standard,75,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001022079.json
1022079,Quest Diagnostics Inc,,New Jersey,8070,Medical Testing and Diagnostics,Diagnostics,2022,FY,9883000000,946000000,1428000000,12837000000,,5893000000,315000000,,1718000000,7220000000,1092000000,,83.33333333,Standard,75,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001022079.json
1022079,Quest Diagnostics Inc,,"New Jersey, …tats-Unis",8070,Medical Testing and Diagnostics,Diagnostics,2021,FY,10788000000,1995000000,2381000000,13611000000,,6444000000,872000000,,2233000000,7095000000,1167000000,,83.33333333,Standard,75,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001022079.json
1022079,Quest Diagnostics Inc,,New Jersey,8070,Medical Testing and Diagnostics,Diagnostics,2020,FY,9437000000,1431000000,1971000000,14026000000,,6759000000,1158000000,,2005000000,6873000000,1167000000,,83.33333333,Standard,75,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001022079.json
1022079,Quest Diagnostics Inc,,"New Jersey, …tats-Unis",8070,Medical Testing and Diagnostics,Diagnostics,2019,FY,7726000000,858000000,1231000000,12843000000,,5641000000,1192000000,,1243000000,6619000000,1121000000,,83.33333333,Standard,75,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001022079.json
1662774,"Quince Therapeutics, Inc.",,Ireland,2833,Medicinal Chemicals and Botanical Products ‚ùóÔ∏èReview,Biotechnology,2025,FY,,-15030000,-14858000,107089000,88508000,18581000,7771000,8145000,-9601000,,62365000,,83.33333333,Recent,75,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001662774.json
1662774,"Quince Therapeutics, Inc.",,…tats-Unis,2833,Medicinal Chemicals and Botanical Products ‚ùóÔ∏èReview,Pharmaceuticals,2024,FY,,-56828000,-57285000,114478000,84332000,30146000,6212000,18590000,-31904000,0,60045000,,83.33333333,Recent,83.33333333,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001662774.json
1662774,"Quince Therapeutics, Inc.",,Delaware,2833,Medicinal Chemicals and Botanical Products ‚ùóÔ∏èReview,Biotechnology,2023,FY,,-31385000,-34620000,167900000,82816000,85084000,20823000,9447000,-18292000,17625000,63672000,,83.33333333,Standard,83.33333333,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001662774.json
1662774,"Quince Therapeutics, Inc.",,Ireland,2833,Medicinal Chemicals and Botanical Products ‚ùóÔ∏èReview,Pharmaceuticals,2022,FY,,-51660000,-52015000,103910000,3317000,100593000,21576000,25178000,-44038000,0,5900000,,83.33333333,Standard,83.33333333,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001662774.json
1662774,"Quince Therapeutics, Inc.",,Massachusetts,2833,Medicinal Chemicals and Botanical Products ‚ùóÔ∏èReview,Biotechnology,2021,FY,,-89945000,-90318000,133228000,14642000,118586000,106800000,60795000,-62932000,,,,83.33333333,Standard,66.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001662774.json
1662774,"Quince Therapeutics, Inc.",,Massachusetts,2833,Medicinal Chemicals and Botanical Products ‚ùóÔ∏èReview,Biotechnology,2020,FY,,-76849000,-78893000,189466000,17204000,172262000,64246000,61307000,-50818000,,,,83.33333333,Standard,66.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001662774.json
1662774,"Quince Therapeutics, Inc.",,Ireland,2833,Medicinal Chemicals and Botanical Products ‚ùóÔ∏èReview,Biotechnology,2019,FY,,-36980000,-39168000,124370000,8892000,115478000,51214000,30214000,-33277000,,,,83.33333333,Standard,66.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001662774.json
1481512,"RA PHARMACEUTICALS, INC.",,Delaware,5123,Wholesale Pharmaceuticals,Pharmaceuticals,2019,FY,3000000,-102688000,-106979000,284152000,22038000,262114000,264992000,82642000,-87361000,,100000,,100,Standard,83.33333333,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001481512.json
1856725,"RANI THERAPEUTICS HOLDINGS, INC.",,Delaware,5123,Wholesale Pharmaceuticals,Pharmaceuticals,2025,FY,172000,-7264000,-12013000,24125000,29474000,-3056000,10111000,6570000,-8149000,,,,100,Recent,75,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001856725.json
1856725,"RANI THERAPEUTICS HOLDINGS, INC.",,Delaware,5123,Wholesale Pharmaceuticals,Pharmaceuticals,2024,FY,1028000,-30018000,-53314000,36634000,33141000,1992000,3762000,26682000,-35496000,,,,100,Recent,75,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001856725.json
1856725,"RANI THERAPEUTICS HOLDINGS, INC.",,Delaware,5123,Wholesale Pharmaceuticals,Pharmaceuticals,2023,FY,,-33970000,-66099000,57916000,32473000,12866000,5864000,39624000,-51236000,,,,83.33333333,Standard,66.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001856725.json
1856725,"RANI THERAPEUTICS HOLDINGS, INC.",,Delaware,5123,Wholesale Pharmaceuticals,Pharmaceuticals,2022,FY,0,-30588000,-63451000,108027000,34023000,36855000,27007000,36607000,-46515000,,,,100,Standard,75,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001856725.json
1856725,"RANI THERAPEUTICS HOLDINGS, INC.",,Delaware,5123,Wholesale Pharmaceuticals,Pharmaceuticals,2021,FY,2717000,-8331000,-51599000,124207000,2640000,47411000,117453000,26482000,-32245000,,,,100,Standard,75,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001856725.json
1673772,"RAPT Therapeutics, Inc.",,…tats-Unis,5123,Wholesale Pharmaceuticals ‚ùóÔ∏èReview,Pharmaceuticals,2025,FY,,-17165000,-19265000,187570000,10198000,177372000,60257000,12042000,-52414000,,,,83.33333333,Recent,66.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001673772.json
1673772,"RAPT Therapeutics, Inc.",,"Californie, …tats-Unis",5123,Wholesale Pharmaceuticals ‚ùóÔ∏èReview,Biotechnology,2024,FY,,-129865000,-136101000,240325000,50421000,189904000,169735000,107217000,-83297000,,,,83.33333333,Recent,66.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001673772.json
1673772,"RAPT Therapeutics, Inc.",,"Californie, …tats-Unis",5123,Wholesale Pharmaceuticals ‚ùóÔ∏èReview,Pharmaceuticals,2023,FY,0,-116798000,-127062000,173329000,26294000,147035000,47478000,101002000,-97048000,,,,100,Standard,75,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001673772.json
1673772,"RAPT Therapeutics, Inc.",,…tats-Unis,5123,Wholesale Pharmaceuticals ‚ùóÔ∏èReview,Biopharmaceuticals,2022,FY,1527000,-83838000,-85795000,266209000,21043000,245166000,38946000,67082000,-70771000,,,,100,Standard,75,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001673772.json
1673772,"RAPT Therapeutics, Inc.",,…tats-Unis,5123,Wholesale Pharmaceuticals ‚ùóÔ∏èReview,Pharmaceuticals,2021,FY,3813000,-69204000,-69209000,198636000,12256000,186380000,24027000,56985000,-61026000,,,,100,Standard,75,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001673772.json
1673772,"RAPT Therapeutics, Inc.",,…tats-Unis,5123,Wholesale Pharmaceuticals ‚ùóÔ∏èReview,Biotechnology,2020,FY,5042000,-52892000,-53214000,118969000,14790000,104179000,24918000,45485000,-40491000,,,,100,Standard,75,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001673772.json
1673772,"RAPT Therapeutics, Inc.",,…tats-Unis,5123,Wholesale Pharmaceuticals ‚ùóÔ∏èReview,Pharmaceuticals,2019,FY,,-42997000,-43629000,84602000,,73121000,77383000,34910000,-35474000,,,,83.33333333,Standard,58.33333333,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001673772.json
1358762,REATA PHARMACEUTICALS INC,,Texas,5123,Wholesale Pharmaceuticals,Pharmaceuticals,2023,FY,22941000,76881000,76881000,502587000,,87291000,48843000,112597000,-151377000,,,,100,Standard,66.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001358762.json
1358762,REATA PHARMACEUTICALS INC,,Texas,5123,Wholesale Pharmaceuticals,Pharmaceuticals,2022,FY,2216000,-311901000,-311926000,514491000,,-65695000,42312000,169843000,-204267000,,,,100,Standard,66.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001358762.json
1358762,REATA PHARMACEUTICALS INC,,Texas,5123,Wholesale Pharmaceuticals,Pharmaceuticals,2021,FY,11490000,-297386000,-297836000,735016000,,185989000,590258000,155993000,-235701000,,,,100,Standard,66.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001358762.json
1358762,REATA PHARMACEUTICALS INC,,Texas,5123,Wholesale Pharmaceuticals,Pharmaceuticals,2020,FY,9019000,-247752000,-270239000,857598000,,417431000,818150000,159080000,-322340000,,,,100,Standard,66.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001358762.json
1358762,REATA PHARMACEUTICALS INC,,"Texas, …tats-Unis",5123,Wholesale Pharmaceuticals,Pharmaceuticals,2019,FY,26517000,-290170000,-290162000,682420000,,256857000,664324000,128109000,-251151000,,,,100,Standard,66.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001358762.json
1601830,"RECURSION PHARMACEUTICALS, INC.",,Delaware,5123,Wholesale Pharmaceuticals,Pharmaceuticals,2025,FY,14745000,-202487000,-191368000,1305234000,371287000,933947000,500453000,129634000,-131957000,158112000,335790000,,100,Recent,91.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001601830.json
1601830,"RECURSION PHARMACEUTICALS, INC.",,Delaware,5123,Wholesale Pharmaceuticals,Pharmaceuticals,2024,FY,58839000,-463661000,-479004000,1448598000,413816000,1034782000,594350000,314421000,-359174000,148873000,335855000,,100,Recent,91.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001601830.json
1601830,"RECURSION PHARMACEUTICALS, INC.",,Delaware,5123,Wholesale Pharmaceuticals,Pharmaceuticals,2023,FY,44575000,-328066000,-350060000,653699000,190263000,463436000,391565000,241226000,-287780000,52056000,36443000,,100,Standard,91.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001601830.json
1601830,"RECURSION PHARMACEUTICALS, INC.",,Delaware,5123,Wholesale Pharmaceuticals,Pharmaceuticals,2022,FY,39843000,-239476000,-245727000,701288000,215482000,485806000,549912000,155696000,-83524000,801000,1306000,,100,Standard,91.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001601830.json
1601830,"RECURSION PHARMACEUTICALS, INC.",,Delaware,5123,Wholesale Pharmaceuticals,Pharmaceuticals,2021,FY,10178000,-186479000,-182775000,610345000,67407000,542938000,285116000,135271000,-158614000,801000,1385000,,100,Standard,91.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001601830.json
1589150,"REGEN BIOPHARMA, INC",,Delaware,5123,Wholesale Pharmaceuticals,Pharmaceuticals,2025,FY,118130,-534739,-174727,169482,5867880,-5698399,135,87661,-167609,,,,100,Recent,75,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001589150.json
1589150,"REGEN BIOPHARMA, INC",,DÈlaware,5123,Wholesale Pharmaceuticals,Biotechnology,2024,FY,177194,-668255,-417221,161084,5378455,-5217372,716,153685,-751536,,,,100,Recent,75,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001589150.json
1589150,"REGEN BIOPHARMA, INC",,Delaware,5123,Wholesale Pharmaceuticals,Biotechnology,2023,FY,126560,1156507,-686950,353617,5457617,-5104000,121037,212297,-173917,,,,100,Standard,75,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001589150.json
1589150,"REGEN BIOPHARMA, INC",,Delaware,5123,Wholesale Pharmaceuticals,Pharmaceuticals,2022,FY,125517,2443531,-339605,559002,8595061,-8036059,51204,158138,606921,,,,100,Standard,75,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001589150.json
1589150,"REGEN BIOPHARMA, INC",,"Delaware, …tats-Unis",5123,Wholesale Pharmaceuticals,Biotechnology,2021,FY,61194,-6765233,-200771,1212099,14697976,-12411685,727162,36704,-1130938,,,,100,Standard,75,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001589150.json
1589150,"REGEN BIOPHARMA, INC",,"Delaware, …tats-Unis",5123,Wholesale Pharmaceuticals,Pharmaceuticals,2020,FY,110000,3414419,-209317,123189,7458187,-7334998,0,13286,18645,,,,100,Standard,75,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001589150.json
1589150,"REGEN BIOPHARMA, INC",,"Delaware, …tats-Unis",5123,Wholesale Pharmaceuticals,Pharmaceuticals,2019,FY,110000,-2623176,-756785,99087,11007882,-10908795,7855,45605,-481793,,,,100,Standard,75,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001589150.json
1829667,REGENCELL BIOSCIENCE HOLDINGS LIMITED,,…tats-Unis,2831,Biotech/Genetic R&D and Commercialization,Biotechnology,2024,FY,,-4301837,-4736726,8438211,219512,8218699,2961235,1066233,-4001687,,,,83.33333333,Recent,66.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001829667.json
1829667,REGENCELL BIOSCIENCE HOLDINGS LIMITED,,Hongrie,2831,Biotech/Genetic R&D and Commercialization,Biotechnology,2023,FY,,-5871130,-6273671,12621755,632320,12030333,1564795,1581628,-4962949,,,,83.33333333,Standard,66.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001829667.json
1829667,REGENCELL BIOSCIENCE HOLDINGS LIMITED,,…tats-Unis,2831,Biotech/Genetic R&D and Commercialization,Biotechnology,2022,FY,,7445943,-7617770,18018918,938032,17065498,6416998,2512154,-5267055,,,,83.33333333,Standard,66.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001829667.json
1829667,REGENCELL BIOSCIENCE HOLDINGS LIMITED,,Wales,2831,Biotech/Genetic R&D and Commercialization,Biotechnology,2021,FY,,-1346745,-1381362,340134,4337771,-3997637,59413,438323,-767311,,,,83.33333333,Standard,66.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001829667.json
1357878,"REGENEREX PHARMA, INC.",,"Delaware, …tats-Unis",8735,Regenerative Medicine Research,Biotechnology,2025,FY,,-2527041,-1826097,1263236,5419441,-4156205,653025,662479,-1625351,,,,83.33333333,Recent,66.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001357878.json
1357878,"REGENEREX PHARMA, INC.",,Delaware,8735,Regenerative Medicine Research,Biotechnology,2024,FY,,-2527041,-1826097,1263236,5419441,-4156205,653025,662479,-1625351,,,,83.33333333,Recent,66.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001357878.json
1357878,"REGENEREX PHARMA, INC.",,Delaware,8735,Regenerative Medicine Research,Pharmaceuticals,2023,FY,,-3543827,-3465825,766680,4828506,-4061826,372,2400000,-457548,,,,83.33333333,Standard,66.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001357878.json
1357878,"REGENEREX PHARMA, INC.",,…tats-Unis,8735,Regenerative Medicine Research,Biotechnology,2022,FY,,-91040,-67892,9929,1086586,-1076657,1203,,-73140,,,,66.66666667,Standard,58.33333333,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001357878.json
1357878,"REGENEREX PHARMA, INC.",,Delaware,8735,Regenerative Medicine Research,Biotechnology,2021,FY,378,-147142,-103495,11415,948583,-937168,2789,,-63050,,,,83.33333333,Standard,66.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001357878.json
